URL,repo,Phase,Symptom(s),Unexpected Tokens,Component,Root Cause(s)
https://github.com/NVIDIA/TensorRT-LLM/issues/1759,TensorRT-llm,Inference/Serving,Crash,,Communicator,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1616,TensorRT-llm,Inference/Serving,System Hang,,Communicator@@Communicator,Incompatible Backend@@Concurrency Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/2133,TensorRT-llm,Inference/Serving,Unexpected Output,Length,Model Conversion Tools,Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/2386,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1341,TensorRT-llm,Inference/Serving,Unexpected Output,Inconsistent Output,Request Parser,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1524,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/637,TensorRT-llm,Model Conversion,Feature Failure,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/2379,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/2337,TensorRT-llm,Inference/Serving,System Hang,,Communicator,Concurrency Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1252,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/2286,TensorRT-llm,Inference/Serving,System Hang,,Setup Tools,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1054,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1651,TensorRT-llm,Inference/Serving,Abnormal Performance,,Model Conversion Tools,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/88,TensorRT-llm,Inference/Serving,System Hang@@Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/979,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools@@Model Conversion Tools,Mismatched Shape@@Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1716,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools@@Model Conversion Tools,Mismatched Shape@@Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1356,TensorRT-llm,Model Conversion,System Hang,,Model Conversion Tools@@Model Conversion Tools,Incompatible Backend@@Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1738,TensorRT-llm,Inference/Serving,Abnormal Performance,,Operators,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/37,TensorRT-llm,Inference/Serving,Unexpected Output,Character,Model Conversion Tools,Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/1041,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/1766,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/1543,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/2222,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1700,TensorRT-llm,Inference/Serving,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1079,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/93,TensorRT-llm,Inference/Serving,Unexpected Output,Repetition,Model Conversion Tools@@Model Conversion Tools,Incompatible Model@@Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/1254,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools@@Model Conversion Tools,Document Issue@@Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/2058,TensorRT-llm,Inference/Serving,Crash,,Communicator,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/1113,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools@@Model Conversion Tools,Mismatched Precision@@Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/301,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/1722,TensorRT-llm,Inference/Serving,Abnormal Performance,,Operators,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1191,TensorRT-llm,Inference/Serving,Unexpected Output,Character,Model Conversion Tools,Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/1253,TensorRT-llm,Inference/Serving,Feature Failure,,Engine Initializer,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1184,TensorRT-llm,Inference/Serving,System Hang,,Resource Manager,Concurrency Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1412,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1447,TensorRT-llm,Inference/Serving,Crash,,Job Manager,Incorrect Job Context Management
https://github.com/NVIDIA/TensorRT-LLM/issues/1306,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1299,TensorRT-llm,Inference/Serving,Unexpected Output,Character,Input Processor,Incorrect Conditional Logic
https://github.com/NVIDIA/TensorRT-LLM/issues/16,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/2247,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1378,TensorRT-llm,Inference/Serving,Abnormal Performance,,Model Conversion Tools@@Operators,Mismatched Precision@@Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/1511,TensorRT-llm,Inference/Serving,Unexpected Output,,Operators,Numerical Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/962,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1416,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools@@Model Conversion Tools,Incompatible Backend@@Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/2324,TensorRT-llm,Model Conversion,Feature Failure,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/2313,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Conditional Logic
https://github.com/NVIDIA/TensorRT-LLM/issues/2267,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools@@Model Conversion Tools,Incorrect Type@@Incorrect Exception Handling
https://github.com/NVIDIA/TensorRT-LLM/issues/2332,TensorRT-llm,Inference/Serving,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/2047,TensorRT-llm,Inference/Serving,Crash,,Engine Initializer,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/1085,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1355,TensorRT-llm,Inference/Serving,Unexpected Output,Repetition,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1139,TensorRT-llm,Model Conversion,System Hang,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/2266,TensorRT-llm,Engine Setup,Crash,,Monitor & Logger,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1335,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/1496,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1501,TensorRT-llm,Inference/Serving,Abnormal Performance,,Operators,Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/982,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/2017,TensorRT-llm,Inference/Serving,Crash,,Communicator,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/2507,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1948,TensorRT-llm,Inference/Serving,Crash,,Backend Adapter,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/1635,TensorRT-llm,Inference/Serving,Crash,,Resource Manager,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/1916,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/1049,TensorRT-llm,Inference/Serving,System Hang,,Communicator,Concurrency Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1297,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/1145,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/2119,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Document Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1284,TensorRT-llm,Inference/Serving,Crash,,Communicator@@Communicator,Mismatched Shape@@Concurrency Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1870,TensorRT-llm,Inference/Serving,Unexpected Output,Semantic Coherence,Operators,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/2405,TensorRT-llm,Engine Setup,System Hang,,Communicator,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1760,TensorRT-llm,Model Conversion,Crash,,Backend Adapter,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1923,TensorRT-llm,Inference/Serving,Unexpected Output,Repetition,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1324,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1143,TensorRT-llm,Model Conversion,Crash,,Operators,Incorrect Type
https://github.com/mlc-ai/mlc-llm/issues/2868,Mlc-llm,Inference/Serving,Unexpected Output,Length,Output Processor,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/2601,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2600,Mlc-llm,Engine Setup,Crash,,Setup Tools,Document Issue
https://github.com/mlc-ai/mlc-llm/issues/2212,Mlc-llm,Inference/Serving,Crash,,Model Loader,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/2171,Mlc-llm,Inference/Serving,Feature Failure,,Model Conversion Tools,Incompatible Model
https://github.com/mlc-ai/mlc-llm/issues/2167,Mlc-llm,Inference/Serving,Unexpected Output,Inconsistent Output,Operators,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/2155,Mlc-llm,Inference/Serving,Feature Failure,,Request Parser,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2086,Mlc-llm,Inference/Serving,Unexpected Output,Character,Input Processor,Incorrect Tokenization
https://github.com/mlc-ai/mlc-llm/issues/2059,Mlc-llm,Inference/Serving,Crash,,Engine Initializer,Misused API
https://github.com/mlc-ai/mlc-llm/issues/1952,Mlc-llm,Inference/Serving,Crash,,Model Loader,Mismatched Shape
https://github.com/mlc-ai/mlc-llm/issues/1951,Mlc-llm,Inference/Serving,Crash,,Operators,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1913,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/mlc-ai/mlc-llm/issues/1864,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Misused API
https://github.com/mlc-ai/mlc-llm/issues/1841,Mlc-llm,Model Conversion,Crash,,Model Loader,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1830,Mlc-llm,Engine Setup,Crash,,Setup Tools,Document Issue
https://github.com/mlc-ai/mlc-llm/issues/1826,Mlc-llm,Inference/Serving,Crash,,Operators@@Operators,Incorrect Algorithm Implementation@@Mismatched Shape
https://github.com/mlc-ai/mlc-llm/issues/1780,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/1752,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1728,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/mlc-ai/mlc-llm/issues/1723,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/mlc-ai/mlc-llm/issues/1681,Mlc-llm,Inference/Serving,Crash,,Request Parser,Misused API
https://github.com/mlc-ai/mlc-llm/issues/1653,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1628,Mlc-llm,Engine Setup,Crash,,Backend Adapter@@Backend Adapter,Dependent Module Issue@@Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1626,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1616,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/1614,Mlc-llm,Inference/Serving,Feature Failure,,Backend Adapter@@Backend Adapter,Incompatible Backend@@Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/1567,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/mlc-ai/mlc-llm/issues/1547,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1505,Mlc-llm,Inference/Serving,Unexpected Output,,Operators@@Operators,Numerical Issue@@Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1410,Mlc-llm,Inference/Serving,Feature Failure,,Job Manager,Incorrect Job Context Management
https://github.com/mlc-ai/mlc-llm/issues/1323,Mlc-llm,Engine Setup,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1315,Mlc-llm,Inference/Serving,Unexpected Output,Length,Output Processor,Incorrect Detokenization
https://github.com/mlc-ai/mlc-llm/issues/1309,Mlc-llm,Inference/Serving,Crash,,Communicator,Concurrency Issue
https://github.com/mlc-ai/mlc-llm/issues/1300,Mlc-llm,Inference/Serving,Feature Failure,,Output Processor,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/1116,Mlc-llm,Inference/Serving,Feature Failure,,Request Parser,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/1112,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/1105,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/mlc-ai/mlc-llm/issues/1081,Mlc-llm,Model Conversion,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1060,Mlc-llm,Inference/Serving,Unexpected Output,Length,Model Conversion Tools,Incompatible Model
https://github.com/mlc-ai/mlc-llm/issues/976,Mlc-llm,Inference/Serving,Crash,,Operators,Mismatched Shape
https://github.com/mlc-ai/mlc-llm/issues/944,Mlc-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/936,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/930,Mlc-llm,Engine Setup,Crash,,Engine Initializer,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/858,Mlc-llm,Inference/Serving,Crash,,Model Loader,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/838,Mlc-llm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/816,Mlc-llm,Inference/Serving,Crash,,Operators,Incorrect Type
https://github.com/mlc-ai/mlc-llm/issues/813,Mlc-llm,Model Conversion,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/804,Mlc-llm,Inference/Serving,Unexpected Output,Character,Request Parser,Incorrect Character Encoding
https://github.com/mlc-ai/mlc-llm/issues/748,Mlc-llm,Inference/Serving,Unexpected Output,Semantic Coherence,Model Conversion Tools@@Model Conversion Tools,Incorrect Algorithm Implementation@@Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/742,Mlc-llm,Model Conversion,Crash,,Tester / Benchmarker,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/721,Mlc-llm,Inference/Serving,Crash,,Model Loader,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/669,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/590,Mlc-llm,Inference/Serving,Feature Failure,,Engine Initializer,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/581,Mlc-llm,Inference/Serving,Crash,,Output Processor,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/523,Mlc-llm,Model Conversion,Crash,,Backend Adapter,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/479,Mlc-llm,Engine Setup,Crash,,Setup Tools,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/466,Mlc-llm,Inference/Serving,Feature Failure,,Communicator,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/457,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/mlc-ai/mlc-llm/issues/421,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/367,Mlc-llm,Inference/Serving,Crash,,Model Loader,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/359,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/346,Mlc-llm,Inference/Serving,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/323,Mlc-llm,Inference/Serving,Crash,,Request Parser,Incorrect Exception Handling
https://github.com/mlc-ai/mlc-llm/issues/311,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/307,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/306,Mlc-llm,Inference/Serving,System Hang,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/294,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Type
https://github.com/mlc-ai/mlc-llm/issues/272,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/6,Mlc-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1517,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2627,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Exception Handling
https://github.com/mlc-ai/mlc-llm/issues/1448,Mlc-llm,Inference/Serving,Crash,,Backend Adapter@@Backend Adapter,Misused API@@Incorrect Exception Handling
https://github.com/mlc-ai/mlc-llm/issues/2120,Mlc-llm,Engine Setup,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2460,Mlc-llm,Model Conversion,Crash,,Input Processor,Misused API
https://github.com/mlc-ai/mlc-llm/issues/1470,Mlc-llm,Inference/Serving,Feature Failure,,Input Processor,Incorrect Conditional Logic
https://github.com/mlc-ai/mlc-llm/issues/870,Mlc-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2680,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1613,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1919,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1379,Mlc-llm,Inference/Serving,System Hang,,Job Manager,Concurrency Issue
https://github.com/mlc-ai/mlc-llm/issues/2587,Mlc-llm,Inference/Serving,Crash,,Resource Manager,Mismatched Shape
https://github.com/mlc-ai/mlc-llm/issues/931,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/259,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Mismatched Shape
https://github.com/mlc-ai/mlc-llm/issues/1305,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/304,Mlc-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/302,Mlc-llm,Engine Setup,Crash,,Engine Initializer@@Engine Initializer,Incompatible Version@@Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1764,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools@@Model Conversion Tools,Incorrect Type@@Mismatched Shape
https://github.com/mlc-ai/mlc-llm/issues/1741,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2618,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misused API
https://github.com/mlc-ai/mlc-llm/issues/508,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Misused API
https://github.com/mlc-ai/mlc-llm/issues/380,Mlc-llm,Engine Setup,Crash,,Setup Tools@@Setup Tools,Dependent Module Issue@@Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/835,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2488,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1195,Mlc-llm,Inference/Serving,Crash,,Request Parser,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/1423,Mlc-llm,Inference/Serving,Crash,,Output Processor,Numerical Issue
https://github.com/mlc-ai/mlc-llm/issues/1779,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/605,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2021,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1200,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1489,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2650,Mlc-llm,Model Conversion,Crash,,Operators,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1839,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/2708,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1080,Mlc-llm,Inference/Serving,Feature Failure,,Engine Initializer,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/2536,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/318,Mlc-llm,Inference/Serving,Crash,,Resource Manager,Incorrect Resource Allocation
https://github.com/mlc-ai/mlc-llm/issues/1969,Mlc-llm,Inference/Serving,Feature Failure,,Operators,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/2884,Mlc-llm,Engine Setup,Crash,,Model Conversion Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2611,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Misused API
https://github.com/mlc-ai/mlc-llm/issues/1338,Mlc-llm,Inference/Serving,Abnormal Performance,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2638,Mlc-llm,Inference/Serving,Crash,,Communicator,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/2000,Mlc-llm,Inference/Serving,System Hang@@Crash,,Operators@@Resource Manager,Incompatible Backend@@Numerical Issue
https://github.com/mlc-ai/mlc-llm/issues/2259,Mlc-llm,Engine Setup,Crash,,Setup Tools,Incorrect Type
https://github.com/mlc-ai/mlc-llm/issues/787,Mlc-llm,Inference/Serving,Crash,,Operators@@Operators,Mismatched Shape@@Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1921,Mlc-llm,Inference/Serving,Crash,,Monitor & Logger,Incorrect Exception Handling
https://github.com/mlc-ai/mlc-llm/issues/2144,Mlc-llm,Engine Setup,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/729,Mlc-llm,Inference/Serving,Feature Failure,,Model Loader,Incorrect Exception Handling
https://github.com/mlc-ai/mlc-llm/issues/2605,Mlc-llm,Engine Setup,Crash,,Setup Tools@@Setup Tools,Incompatible Backend@@Document Issue
https://github.com/mlc-ai/mlc-llm/issues/274,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/790,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1266,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools@@Model Conversion Tools,Misconfiguration@@Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/326,Mlc-llm,Engine Setup,Crash,,Engine Initializer,Misused API
https://github.com/mlc-ai/mlc-llm/issues/2602,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/2865,Mlc-llm,Inference/Serving,Crash,,Operators,Incorrect Type
https://github.com/mlc-ai/mlc-llm/issues/556,Mlc-llm,Inference/Serving,Feature Failure,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2812,Mlc-llm,Engine Setup,Crash,,Setup Tools@@Setup Tools,Incompatible Backend@@Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1530,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/864,Mlc-llm,Inference/Serving,Unexpected Output,Character,Model Conversion Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1844,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Misused API
https://github.com/mlc-ai/mlc-llm/issues/1477,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/1433,Mlc-llm,Inference/Serving,Crash,,Communicator@@Operators,Mismatched Shape@@Concurrency Issue
